Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023


	=SUBTOTAL(109,B6:B5859)																					
2815	1	sp|Q80W37|SPN1_MOUSE	 	 	 	 	8.7	358	41032	Snurportin-1 OS=Mus musculus OX=10090 GN=Snupn PE=2 SV=1	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000
2816	1	sp|Q80W47|WIPI2_MOUSE	 	 	sp|Q80W47|WIPI2_MOUSE, sp|Q9CR39|WIPI3_MOUSE	 	49.7	445	48477	WD repeat domain phosphoinositide-interacting protein 2 OS=Mus musculus OX=10090 GN=Wipi2 PE=1 SV=1	40	36	0.900	21	11	8	20	10	6	20.870	11.000	8.000
2817	1	sp|Q80W54|FACE1_MOUSE	 	 	 	 	20.0	475	54734	CAAX prenyl protease 1 homolog OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=2	22	22	1.000	7	6	9	7	6	9	7.000	6.000	9.000
2818	1	sp|Q80W68|KIRR1_MOUSE	 	 	 	 	6.3	789	87175	Kin of IRRE-like protein 1 OS=Mus musculus OX=10090 GN=Kirrel1 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
2819	1	sp|Q80WC7|AGFG2_MOUSE	 	 	sp|Q80WC7|AGFG2_MOUSE, sp|Q8K2K6|AGFG1_MOUSE	 	23.4	479	48967	Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Agfg2 PE=1 SV=1	13	12	0.923	9	2	2	8	2	2	8.333	2.000	2.000
2820	1	sp|Q80WJ7|LYRIC_MOUSE	 	 	 	 	48.4	579	63845	Protein LYRIC OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=1	63	63	1.000	19	20	24	19	20	24	19.000	20.000	24.000
2821	1	sp|Q80WQ2|VAC14_MOUSE	 	 	 	 	27.2	782	88047	Protein VAC14 homolog OS=Mus musculus OX=10090 GN=Vac14 PE=1 SV=1	30	30	1.000	12	10	8	12	10	8	12.000	10.000	8.000
2822	1	sp|Q80WT5|AFTIN_MOUSE	 	 	 	 	5.5	931	101129	Aftiphilin OS=Mus musculus OX=10090 GN=Aftph PE=1 SV=2	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
2823	1	sp|Q80WW9|DDRGK_MOUSE	 	 	 	 	27.0	315	35977	DDRGK domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ddrgk1 PE=1 SV=2	19	19	1.000	5	7	7	5	7	7	5.000	7.000	7.000
2824	1	sp|Q80X41|VRK1_MOUSE	 	 	 	 	18.4	440	49740	Serine/threonine-protein kinase VRK1 OS=Mus musculus OX=10090 GN=Vrk1 PE=1 SV=2	12	12	1.000	4	4	4	4	4	4	4.000	4.000	4.000
2825	1	sp|Q80X50|UBP2L_MOUSE	 	 	 	 	30.0	1107	116798	Ubiquitin-associated protein 2-like OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1	93	93	1.000	33	34	26	33	34	26	33.000	34.000	26.000
2826	1	sp|Q80X73|PELO_MOUSE	 	 	 	 	38.7	385	43349	Protein pelota homolog OS=Mus musculus OX=10090 GN=Pelo PE=1 SV=3	28	28	1.000	12	9	7	12	9	7	12.000	9.000	7.000
2827	1	sp|Q80X80|C2C2L_MOUSE	 	 	 	 	17.3	706	76328	Phospholipid transfer protein C2CD2L OS=Mus musculus OX=10090 GN=C2cd2l PE=1 SV=3	14	14	1.000	4	6	4	4	6	4	4.000	6.000	4.000
2828	1	sp|Q80X82|SYMPK_MOUSE	 	 	 	 	19.1	1288	142618	Symplekin OS=Mus musculus OX=10090 GN=Sympk PE=1 SV=2	27	27	1.000	17	6	4	17	6	4	17.000	6.000	4.000
2829	1	sp|Q80X85|RT07_MOUSE	 	 	 	 	19.8	242	28062	28S ribosomal protein S7, mitochondrial OS=Mus musculus OX=10090 GN=Mrps7 PE=1 SV=1	8	8	1.000	3	3	2	3	3	2	3.000	3.000	2.000
2830	1	sp|Q80X90|FLNB_MOUSE	 	 	sp|Q80X90|FLNB_MOUSE, sp|Q8BTM8|FLNA_MOUSE, sp|Q8VHX6|FLNC_MOUSE	 	61.0	2602	277821	Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3	347	301	0.867	156	105	86	139	92	70	148.494	99.701	79.264
2831	1	sp|Q80X95|RRAGA_MOUSE	 	 	sp|Q6NTA4|RRAGB_MOUSE, sp|Q80X95|RRAGA_MOUSE	 	35.1	313	36566	Ras-related GTP-binding protein A OS=Mus musculus OX=10090 GN=Rraga PE=1 SV=1	17	9	0.529	8	5	4	3	3	3	8.000	4.500	4.000
2832	1	sp|Q80XC2|TRM61_MOUSE	 	 	 	 	7.9	290	31639	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Mus musculus OX=10090 GN=Trmt61a PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
2833	1	sp|Q80XI3|IF4G3_MOUSE	 	 	sp|Q6NZJ6|IF4G1_MOUSE, sp|Q80XI3|IF4G3_MOUSE	 	43.3	1579	174888	Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2	168	135	0.804	72	48	48	58	41	36	63.413	43.814	39.789
2834	1	sp|Q80XI4|PI42B_MOUSE	 	 	 	 	21.9	416	47318	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Mus musculus OX=10090 GN=Pip4k2b PE=1 SV=1	14	14	1.000	4	6	4	4	6	4	4.000	6.000	4.000
2835	1	sp|Q80XK6|ATG2B_MOUSE	 	 	 	 	3.6	2075	231396	Autophagy-related protein 2 homolog B OS=Mus musculus OX=10090 GN=Atg2b PE=1 SV=3	6	6	1.000	1	4	1	1	4	1	1.000	4.000	1.000
2836	1	sp|Q80XL6|ACD11_MOUSE	 	 	sp|Q80XL6|ACD11_MOUSE, sp|Q9CQJ4|RING2_MOUSE	 	6.5	779	87365	Acyl-CoA dehydrogenase family member 11 OS=Mus musculus OX=10090 GN=Acad11 PE=1 SV=2	8	4	0.500	3	3	2	1	2	1	1.400	2.200	1.200
2837	1	sp|Q80XN0|BDH_MOUSE	 	 	 	 	11.7	343	38299	D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Bdh1 PE=1 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
2838	1	sp|Q80XP8|FA76B_MOUSE	 	 	sp|Q80XP8|FA76B_MOUSE, sp|Q922G2|FA76A_MOUSE	 	13.9	339	38555	Protein FAM76B OS=Mus musculus OX=10090 GN=Fam76b PE=1 SV=1	5	4	0.800	1	4	0	1	3	0	1.000	3.750	0.000
2839	1	sp|Q80XP9|WNK3_MOUSE	 	 	sp|P83741|WNK1_MOUSE, sp|Q3UH66|WNK2_MOUSE, sp|Q80UE6|WNK4_MOUSE, sp|Q80XP9|WNK3_MOUSE	 	4.6	1757	193989	Serine/threonine-protein kinase WNK3 OS=Mus musculus OX=10090 GN=Wnk3 PE=1 SV=3	14	1	0.071	8	3	3	1	0	0	1.479	0.000	0.000
2840	1	sp|Q80XQ2|TBCD5_MOUSE	 	 	 	 	8.7	815	91836	TBC1 domain family member 5 OS=Mus musculus OX=10090 GN=Tbc1d5 PE=1 SV=2	6	6	1.000	2	3	1	2	3	1	2.000	3.000	1.000
2841	1	sp|Q80XR2|AT2C1_MOUSE	 	 	sp|A7L9Z8|AT2C2_MOUSE, sp|Q80XR2|AT2C1_MOUSE	 	16.1	918	100298	Calcium-transporting ATPase type 2C member 1 OS=Mus musculus OX=10090 GN=Atp2c1 PE=1 SV=2	18	17	0.944	6	6	6	5	6	6	5.833	6.000	6.000
2842	1	sp|Q80XU3|NUCKS_MOUSE	 	 	 	 	22.2	234	26313	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1	17	17	1.000	7	5	5	7	5	5	7.000	5.000	5.000
2843	1	sp|Q80Y14|GLRX5_MOUSE	 	 	 	 	38.8	152	16292	Glutaredoxin-related protein 5, mitochondrial OS=Mus musculus OX=10090 GN=Glrx5 PE=1 SV=2	14	14	1.000	7	4	3	7	4	3	7.000	4.000	3.000
2844	1	sp|Q80Y17|L2GL1_MOUSE	 	 	 	 	18.9	1036	112617	Lethal(2) giant larvae protein homolog 1 OS=Mus musculus OX=10090 GN=Llgl1 PE=1 SV=1	18	18	1.000	9	3	6	9	3	6	9.000	3.000	6.000
2845	1	sp|Q80Y55|BSDC1_MOUSE	 	 	 	 	46.8	427	46952	BSD domain-containing protein 1 OS=Mus musculus OX=10090 GN=Bsdc1 PE=1 SV=1	23	23	1.000	10	7	6	10	7	6	10.000	7.000	6.000
2846	1	sp|Q80Y56|RBNS5_MOUSE	 	 	 	 	10.0	783	88490	Rabenosyn-5 OS=Mus musculus OX=10090 GN=Rbsn PE=1 SV=1	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000
2847	1	sp|Q80Y81|RNZ2_MOUSE	 	 	 	 	11.7	831	92718	Zinc phosphodiesterase ELAC protein 2 OS=Mus musculus OX=10090 GN=Elac2 PE=1 SV=1	10	10	1.000	4	4	2	4	4	2	4.000	4.000	2.000
2848	1	sp|Q80Y84|KDM5B_MOUSE	 	 	sp|P41230|KDM5C_MOUSE, sp|Q62240|KDM5D_MOUSE, sp|Q80Y84|KDM5B_MOUSE	 	1.8	1544	175553	Lysine-specific demethylase 5B OS=Mus musculus OX=10090 GN=Kdm5b PE=1 SV=1	5	4	0.800	1	3	1	1	2	1	1.000	2.333	1.000
2849	1	sp|Q80YA7|DPP8_MOUSE	 	 	 	 	16.7	892	102185	Dipeptidyl peptidase 8 OS=Mus musculus OX=10090 GN=Dpp8 PE=1 SV=1	20	20	1.000	13	4	3	13	4	3	13.000	4.000	3.000
2850	1	sp|Q80YA8|CRUM2_MOUSE	 	 	 	 	2.0	1282	134759	Protein crumbs homolog 2 OS=Mus musculus OX=10090 GN=Crb2 PE=1 SV=3	5	5	1.000	0	2	3	0	2	3	0.000	2.000	3.000
2851	1	sp|Q80YD1|SUV3_MOUSE	 	 	 	 	14.5	779	87004	ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Mus musculus OX=10090 GN=Supv3l1 PE=1 SV=1	12	12	1.000	6	4	2	6	4	2	6.000	4.000	2.000
2852	1	sp|Q80YQ2|MED23_MOUSE	 	 	 	 	4.2	1367	156086	Mediator of RNA polymerase II transcription subunit 23 OS=Mus musculus OX=10090 GN=Med23 PE=1 SV=2	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
2853	1	sp|Q80YQ8|RMD5A_MOUSE	 	 	 	 	11.3	391	43992	E3 ubiquitin-protein ligase RMND5A OS=Mus musculus OX=10090 GN=Rmnd5a PE=1 SV=2	6	6	1.000	4	0	2	4	0	2	4.000	0.000	2.000
2854	1	sp|Q80YR4|ZN598_MOUSE	 	 	 	 	6.3	908	99191	E3 ubiquitin-protein ligase ZNF598 OS=Mus musculus OX=10090 GN=Znf598 PE=1 SV=1	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000
2855	1	sp|Q80YR5|SAFB2_MOUSE	 	 	sp|D3YXK2|SAFB1_MOUSE, sp|Q80YR5|SAFB2_MOUSE	 	24.7	991	111837	Scaffold attachment factor B2 OS=Mus musculus OX=10090 GN=Safb2 PE=1 SV=2	41	22	0.537	15	19	7	9	9	4	11.250	12.600	4.800
2856	1	sp|Q80YS6|AFAP1_MOUSE	 	 	 	 	3.6	731	80614	Actin filament-associated protein 1 OS=Mus musculus OX=10090 GN=Afap1 PE=1 SV=1	7	7	1.000	3	2	2	3	2	2	3.000	2.000	2.000
2857	1	sp|Q80YV2|ZC3C1_MOUSE	 	 	 	 	25.5	501	55196	Zinc finger C3HC-type protein 1 OS=Mus musculus OX=10090 GN=Zc3hc1 PE=1 SV=1	13	13	1.000	9	4	0	9	4	0	9.000	4.000	0.000
2858	1	sp|Q80YV3|TRRAP_MOUSE	 	 	 	 	4.7	2565	291554	Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=2	9	9	1.000	4	1	4	4	1	4	4.000	1.000	4.000
2859	1	sp|Q80YV4|PANK4_MOUSE	 	 	 	 	10.5	820	91521	4'-phosphopantetheine phosphatase OS=Mus musculus OX=10090 GN=Pank4 PE=1 SV=2	6	6	1.000	4	1	1	4	1	1	4.000	1.000	1.000
2860	1	sp|Q80YX1|TENA_MOUSE	 	 	 	 	1.7	2110	231805	Tenascin OS=Mus musculus OX=10090 GN=Tnc PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
2861	1	sp|Q80YY7|ZN618_MOUSE	 	 	 	 	6.1	953	104865	Zinc finger protein 618 OS=Mus musculus OX=10090 GN=Znf618 PE=2 SV=3	5	5	1.000	0	3	2	0	3	2	0.000	3.000	2.000
2862	1	sp|Q80Z25|OFD1_MOUSE	 	 	sp|Q5SV85|SYNRG_MOUSE, sp|Q80Z25|OFD1_MOUSE	 	2.2	1017	117344	Centriole and centriolar satellite protein OFD1 OS=Mus musculus OX=10090 GN=Ofd1 PE=1 SV=1	4	2	0.500	1	2	1	0	2	0	0.000	2.000	0.000
2863	1	sp|Q80ZI6|LRSM1_MOUSE	 	 	 	 	22.1	727	83976	E3 ubiquitin-protein ligase LRSAM1 OS=Mus musculus OX=10090 GN=Lrsam1 PE=1 SV=1	11	11	1.000	6	4	1	6	4	1	6.000	4.000	1.000
2864	1	sp|Q80ZJ1|RAP2A_MOUSE	 	 	sp|P61226|RAP2B_MOUSE, sp|Q80ZJ1|RAP2A_MOUSE, sp|Q8BU31|RAP2C_MOUSE	 	32.8	183	20642	Ras-related protein Rap-2a OS=Mus musculus OX=10090 GN=Rap2a PE=1 SV=2	8	1	0.125	4	2	2	0	1	0	0.364	1.091	0.182
2865	1	sp|Q80ZK0|RT10_MOUSE	 	 	 	 	31.9	160	18698	28S ribosomal protein S10, mitochondrial OS=Mus musculus OX=10090 GN=Mrps10 PE=1 SV=1	8	8	1.000	3	4	1	3	4	1	3.000	4.000	1.000
2866	1	sp|Q80ZM7|T2AG_MOUSE	 	 	 	 	21.1	109	12473	Transcription initiation factor IIA subunit 2 OS=Mus musculus OX=10090 GN=Gtf2a2 PE=1 SV=2	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000
2867	1	sp|Q80ZS3|RT26_MOUSE	 	 	 	 	37.0	200	23443	28S ribosomal protein S26, mitochondrial OS=Mus musculus OX=10090 GN=Mrps26 PE=1 SV=1	13	13	1.000	7	2	4	7	2	4	7.000	2.000	4.000
2868	1	sp|Q80ZU0|ARL5A_MOUSE	 	 	 	 	17.3	179	20724	ADP-ribosylation factor-like protein 5A OS=Mus musculus OX=10090 GN=Arl5a PE=1 SV=1	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
2869	1	sp|Q810A3|TTC9C_MOUSE	 	 	 	 	22.8	171	19997	Tetratricopeptide repeat protein 9C OS=Mus musculus OX=10090 GN=Ttc9c PE=1 SV=1	8	8	1.000	3	4	1	3	4	1	3.000	4.000	1.000
2870	1	sp|Q810A7|DDX42_MOUSE	 	 	 	 	23.8	929	101964	ATP-dependent RNA helicase DDX42 OS=Mus musculus OX=10090 GN=Ddx42 PE=1 SV=3	45	45	1.000	20	16	9	20	16	9	20.000	16.000	9.000
2871	1	sp|Q810B6|ANFY1_MOUSE	 	 	 	 	22.6	1169	128651	Rabankyrin-5 OS=Mus musculus OX=10090 GN=Ankfy1 PE=1 SV=2	30	30	1.000	15	7	8	15	7	8	15.000	7.000	8.000
2872	1	sp|Q810D6|GRWD1_MOUSE	 	 	 	 	27.8	446	49223	Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Grwd1 PE=1 SV=2	17	17	1.000	8	6	3	8	6	3	8.000	6.000	3.000
2873	1	sp|Q810J8|ZFYV1_MOUSE	 	 	 	 	23.2	777	86939	Zinc finger FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Zfyve1 PE=1 SV=2	34	34	1.000	11	10	13	11	10	13	11.000	10.000	13.000
2874	1	sp|Q810U4|NRCAM_MOUSE	 	 	 	 	43.8	1256	138520	Neuronal cell adhesion molecule OS=Mus musculus OX=10090 GN=Nrcam PE=1 SV=2	245	245	1.000	105	67	73	105	67	73	105.000	67.000	73.000
2875	1	sp|Q810U5|CCD50_MOUSE	 	 	 	 	22.3	305	35321	Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50 PE=1 SV=1	9	9	1.000	4	2	3	4	2	3	4.000	2.000	3.000
2876	1	sp|Q810V0|MPP10_MOUSE	 	 	 	 	12.2	681	78734	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Mus musculus OX=10090 GN=Mphosph10 PE=1 SV=2	11	11	1.000	5	5	1	5	5	1	5.000	5.000	1.000
2877	1	sp|Q811D0|DLG1_MOUSE	 	 	sp|P70175|DLG3_MOUSE, sp|Q62108|DLG4_MOUSE, sp|Q811D0|DLG1_MOUSE	 	22.0	905	100118	Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1	33	25	0.758	12	10	11	10	8	7	11.667	9.778	10.625
2878	1	sp|Q811I0|ATPF1_MOUSE	 	 	 	 	22.5	324	36354	ATP synthase mitochondrial F1 complex assembly factor 1 OS=Mus musculus OX=10090 GN=Atpaf1 PE=1 SV=1	5	5	1.000	5	0	0	5	0	0	5.000	0.000	0.000
2879	1	sp|Q811J3|IREB2_MOUSE	 	 	sp|P28271|ACOHC_MOUSE, sp|Q811J3|IREB2_MOUSE	 	3.7	963	104919	Iron-responsive element-binding protein 2 OS=Mus musculus OX=10090 GN=Ireb2 PE=1 SV=2	7	5	0.714	2	3	2	1	2	2	1.026	2.069	2.000
2880	1	sp|Q811L6|MAST4_MOUSE	 	 	sp|Q60592|MAST2_MOUSE, sp|Q811L6|MAST4_MOUSE	 	1.6	2618	284001	Microtubule-associated serine/threonine-protein kinase 4 OS=Mus musculus OX=10090 GN=Mast4 PE=1 SV=3	5	4	0.800	1	3	1	0	3	1	0.500	3.000	1.000
2881	1	sp|Q811P8|RHG32_MOUSE	 	 	 	 	1.1	2089	229717	Rho GTPase-activating protein 32 OS=Mus musculus OX=10090 GN=Arhgap32 PE=1 SV=2	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000
2882	1	sp|Q811Q9|PCY1B_MOUSE	 	 	sp|P49586|PCY1A_MOUSE, sp|Q811Q9|PCY1B_MOUSE	 	13.3	369	41900	Choline-phosphate cytidylyltransferase B OS=Mus musculus OX=10090 GN=Pcyt1b PE=1 SV=2	6	2	0.333	2	4	0	0	2	0	0.000	2.667	0.000
2883	1	sp|Q811S7|UBIP1_MOUSE	 	 	sp|Q811S7|UBIP1_MOUSE, sp|Q9ERA0|TFCP2_MOUSE	 	10.0	540	60211	Upstream-binding protein 1 OS=Mus musculus OX=10090 GN=Ubp1 PE=1 SV=1	4	3	0.750	1	3	0	0	3	0	0.000	3.000	0.000
2884	1	sp|Q811U4|MFN1_MOUSE	 	 	sp|Q80U63|MFN2_MOUSE, sp|Q811U4|MFN1_MOUSE	 	20.0	741	83725	Mitofusin-1 OS=Mus musculus OX=10090 GN=Mfn1 PE=1 SV=3	14	12	0.857	8	2	4	7	1	4	7.778	1.333	4.000
2885	1	sp|Q812E0|CPEB2_MOUSE	 	 	sp|Q7TN98|CPEB4_MOUSE, sp|Q7TN99|CPEB3_MOUSE, sp|Q812E0|CPEB2_MOUSE	 	24.8	521	58441	Cytoplasmic polyadenylation element-binding protein 2 OS=Mus musculus OX=10090 GN=Cpeb2 PE=1 SV=1	12	3	0.250	6	4	2	0	2	1	0.500	3.333	1.333
2886	1	sp|Q8BFP9|PDK1_MOUSE	 	 	 	 	12.0	434	48994	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial OS=Mus musculus OX=10090 GN=Pdk1 PE=1 SV=2	9	9	1.000	4	3	2	4	3	2	4.000	3.000	2.000
2887	1	sp|Q8BFQ4|WDR82_MOUSE	 	 	 	 	39.0	313	35079	WD repeat-containing protein 82 OS=Mus musculus OX=10090 GN=Wdr82 PE=1 SV=1	28	28	1.000	14	8	6	14	8	6	14.000	8.000	6.000
2888	1	sp|Q8BFQ8|GALD1_MOUSE	 	 	 	 	29.1	220	23277	Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gatd1 PE=1 SV=1	12	12	1.000	5	4	3	5	4	3	5.000	4.000	3.000
2889	1	sp|Q8BFQ9|KLH42_MOUSE	 	 	 	 	6.9	493	55598	Kelch-like protein 42 OS=Mus musculus OX=10090 GN=Klhl42 PE=2 SV=1	6	6	1.000	4	1	1	4	1	1	4.000	1.000	1.000
2890	1	sp|Q8BFR1|ZCCHL_MOUSE	 	 	 	 	26.0	296	32831	Zinc finger CCCH-type antiviral protein 1-like OS=Mus musculus OX=10090 GN=Zc3hav1l PE=2 SV=1	13	13	1.000	4	4	5	4	4	5	4.000	4.000	5.000
2891	1	sp|Q8BFR4|GNS_MOUSE	 	 	 	 	25.7	544	61174	N-acetylglucosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Gns PE=1 SV=1	25	25	1.000	13	8	4	13	8	4	13.000	8.000	4.000
2892	1	sp|Q8BFR5|EFTU_MOUSE	 	 	 	 	68.4	452	49508	Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1	107	107	1.000	42	34	31	42	34	31	42.000	34.000	31.000
2893	1	sp|Q8BFR6|ZFAN1_MOUSE	 	 	 	 	22.8	268	30202	AN1-type zinc finger protein 1 OS=Mus musculus OX=10090 GN=Zfand1 PE=1 SV=1	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000
2894	1	sp|Q8BFS6|CPPED_MOUSE	 	 	 	 	26.0	312	35247	Serine/threonine-protein phosphatase CPPED1 OS=Mus musculus OX=10090 GN=Cpped1 PE=1 SV=1	8	8	1.000	4	4	0	4	4	0	4.000	4.000	0.000
2895	1	sp|Q8BFT2|HAUS4_MOUSE	 	 	 	 	9.9	363	42196	HAUS augmin-like complex subunit 4 OS=Mus musculus OX=10090 GN=Haus4 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000
2896	1	sp|Q8BFU3|RN214_MOUSE	 	 	sp|Q66PY1|SCUB3_MOUSE, sp|Q8BFU3|RN214_MOUSE	 	23.1	668	73624	RING finger protein 214 OS=Mus musculus OX=10090 GN=Rnf214 PE=1 SV=1	27	26	0.963	10	12	5	10	11	5	10.000	11.733	5.000
2897	1	sp|Q8BFV2|PCID2_MOUSE	 	 	 	 	9.5	399	46132	PCI domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pcid2 PE=1 SV=1	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000
2898	1	sp|Q8BFW7|LPP_MOUSE	 	 	 	 	30.0	613	65890	Lipoma-preferred partner homolog OS=Mus musculus OX=10090 GN=Lpp PE=1 SV=1	12	12	1.000	7	5	0	7	5	0	7.000	5.000	0.000
2899	1	sp|Q8BFX1|RN187_MOUSE	 	 	 	 	18.2	236	26313	E3 ubiquitin-protein ligase RNF187 OS=Mus musculus OX=10090 GN=Rnf187 PE=1 SV=2	15	15	1.000	8	4	3	8	4	3	8.000	4.000	3.000
2900	1	sp|Q8BFY6|PEF1_MOUSE	 	 	 	 	37.1	275	29227	Peflin OS=Mus musculus OX=10090 GN=Pef1 PE=1 SV=1	8	8	1.000	5	2	1	5	2	1	5.000	2.000	1.000
2901	1	sp|Q8BFY9|TNPO1_MOUSE	 	 	sp|Q8BFY9|TNPO1_MOUSE, sp|Q99LG2|TNPO2_MOUSE	 	43.0	898	102356	Transportin-1 OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=2	73	55	0.753	40	16	17	31	12	12	36.073	13.714	14.857
2902	1	sp|Q8BFZ3|ACTBL_MOUSE	 	 	sp|P60710|ACTB_MOUSE, sp|P68033|ACTC_MOUSE, sp|Q8BFZ3|ACTBL_MOUSE	 	53.2	376	42004	Beta-actin-like protein 2 OS=Mus musculus OX=10090 GN=Actbl2 PE=1 SV=1	545	66	0.121	237	167	141	16	28	22	24.474	40.127	30.975
2903	1	sp|Q8BFZ9|ERLN2_MOUSE	 	 	sp|Q8BFZ9|ERLN2_MOUSE, sp|Q91X78|ERLN1_MOUSE	 	58.2	340	37872	Erlin-2 OS=Mus musculus OX=10090 GN=Erlin2 PE=1 SV=1	49	40	0.816	20	17	12	16	15	9	19.368	16.579	11.455
2904	1	sp|Q8BG05|ROA3_MOUSE	 	 	sp|O88569|ROA2_MOUSE, sp|P49312|ROA1_MOUSE, sp|Q8BG05|ROA3_MOUSE, sp|Q9CX86|ROA0_MOUSE	 	53.0	379	39652	Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus OX=10090 GN=Hnrnpa3 PE=1 SV=1	216	180	0.833	93	67	56	74	59	47	80.391	61.789	50.953
2905	1	sp|Q8BG15|CTSL2_MOUSE	 	 	 	 	6.9	465	52812	CTD small phosphatase-like protein 2 OS=Mus musculus OX=10090 GN=Ctdspl2 PE=1 SV=1	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000
2906	1	sp|Q8BG30|NELFA_MOUSE	 	 	 	 	8.9	530	57584	Negative elongation factor A OS=Mus musculus OX=10090 GN=Nelfa PE=1 SV=1	9	9	1.000	6	2	1	6	2	1	6.000	2.000	1.000
2907	1	sp|Q8BG32|PSD11_MOUSE	 	 	 	 	66.6	422	47436	26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus OX=10090 GN=Psmd11 PE=1 SV=3	106	106	1.000	43	33	30	43	33	30	43.000	33.000	30.000
2908	1	sp|Q8BG40|KTNB1_MOUSE	 	 	 	 	10.0	658	72638	Katanin p80 WD40 repeat-containing subunit B1 OS=Mus musculus OX=10090 GN=Katnb1 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
2909	1	sp|Q8BG51|MIRO1_MOUSE	 	 	sp|Q8BG51|MIRO1_MOUSE, sp|Q8JZN7|MIRO2_MOUSE	 	18.9	631	72241	Mitochondrial Rho GTPase 1 OS=Mus musculus OX=10090 GN=Rhot1 PE=1 SV=1	13	12	0.923	5	3	5	4	3	5	4.500	3.000	5.000
2910	1	sp|Q8BG73|SH3L2_MOUSE	 	 	 	 	57.0	107	12255	SH3 domain-binding glutamic acid-rich-like protein 2 OS=Mus musculus OX=10090 GN=Sh3bgrl2 PE=1 SV=1	8	8	1.000	4	2	2	4	2	2	4.000	2.000	2.000
2911	1	sp|Q8BG81|PDIP3_MOUSE	 	 	 	 	55.5	420	46132	Polymerase delta-interacting protein 3 OS=Mus musculus OX=10090 GN=Poldip3 PE=1 SV=1	26	26	1.000	13	7	6	13	7	6	13.000	7.000	6.000
2912	1	sp|Q8BG87|TET3_MOUSE	 	 	 	 	1.6	1803	194790	Methylcytosine dioxygenase TET3 OS=Mus musculus OX=10090 GN=Tet3 PE=1 SV=4	6	6	1.000	1	2	3	1	2	3	1.000	2.000	3.000
2913	1	sp|Q8BG94|COMD7_MOUSE	 	 	 	 	10.0	200	22652	COMM domain-containing protein 7 OS=Mus musculus OX=10090 GN=Commd7 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
2914	1	sp|Q8BGA5|KRR1_MOUSE	 	 	 	 	15.5	380	43537	KRR1 small subunit processome component homolog OS=Mus musculus OX=10090 GN=Krr1 PE=2 SV=1	8	8	1.000	4	3	1	4	3	1	4.000	3.000	1.000
